app_date,cred_score,device_cost,down_payment,payment_type,borrower_age,delinquency_90_days
2020-04-07,674,728.01,2.65,Cash,18,Performing/paid off
2024-07-14,642,1037.04,121.77,Cash,51,90+ delinquent/default
2025-02-12,709,1014.68,306.2,Cash,26,Performing/paid off
2020-12-29,745,1116.37,126.36,Credit,33,90+ delinquent/default
2022-09-29,658,640.28,0.0,Credit,18,Performing/paid off
2025-01-21,674,1138.61,178.84,Credit,44,Performing/paid off
2020-06-14,604,701.5,93.45,Credit,44,90+ delinquent/default
2020-06-18,668,866.0,160.16,Credit,29,Performing/paid off
2020-09-06,731,661.46,163.99,Credit,23,Performing/paid off
2025-08-23,722,1192.14,155.32,Credit,26,Performing/paid off
2024-11-26,662,905.5,118.82,Cash,65,Performing/paid off
2021-05-07,701,989.69,132.15,Credit,40,Performing/paid off
2022-11-01,625,945.71,42.79,Credit,48,Performing/paid off
2020-04-08,544,858.19,46.02,Cash,42,90+ delinquent/default
2025-03-30,621,1173.7,67.4,Credit,35,Performing/paid off
2025-07-24,509,1181.64,0.0,Cash,23,Performing/paid off
2023-11-10,557,1053.03,160.27,Credit,26,Performing/paid off
2025-04-09,746,1094.38,210.83,Bank transfer,33,Performing/paid off
2022-09-22,513,1133.01,0.0,Cash,43,Performing/paid off
2022-12-22,653,1081.5,181.43,Cash,40,Performing/paid off
2020-12-29,794,872.32,227.32,Credit,18,Performing/paid off
2022-02-21,728,871.41,124.32,Credit,42,Performing/paid off
2020-03-12,671,687.94,112.11,Bank transfer,50,90+ delinquent/default
2022-09-10,773,864.35,77.86,Credit,34,Performing/paid off
2020-01-11,807,844.94,171.81,Credit,18,Performing/paid off
2021-10-18,655,892.75,162.09,Cash,34,Performing/paid off
2025-07-29,819,1033.1,343.02,Credit,39,Performing/paid off
2020-05-21,707,767.0,117.56,Cash,49,Performing/paid off
2022-06-01,690,881.21,225.01,Credit,37,90+ delinquent/default
2021-04-18,716,903.08,153.76,Credit,35,Performing/paid off
2022-01-07,677,1009.25,218.4,Credit,18,Performing/paid off
2021-02-14,644,842.28,155.84,Credit,45,Performing/paid off
2023-01-11,641,951.36,282.14,Credit,51,Performing/paid off
2025-02-19,619,1026.17,221.15,Cash,34,Performing/paid off
2022-06-08,598,1069.34,0.0,Cash,18,Performing/paid off
2021-07-07,579,878.1,161.94,Bank transfer,28,Performing/paid off
2021-01-09,706,961.42,84.42,Credit,46,Performing/paid off
2022-05-13,747,880.09,148.97,Credit,54,Performing/paid off
2022-09-14,600,636.55,0.0,Cash,18,Performing/paid off
2023-11-18,513,898.28,0.0,Cash,33,Performing/paid off
2025-04-05,585,1031.87,0.0,Bank transfer,51,Performing/paid off
2023-10-24,706,901.94,96.23,Cash,38,Performing/paid off
2025-08-28,711,1113.57,285.09,Cash,24,Performing/paid off
2023-02-03,567,646.93,0.0,Cash,30,90+ delinquent/default
2025-05-31,648,787.25,49.21,Credit,32,Performing/paid off
2022-11-02,797,907.92,206.85,Credit,34,Performing/paid off
2024-07-11,679,924.2,218.01,Bank transfer,32,90+ delinquent/default
2022-03-27,615,822.42,145.3,Credit,45,Performing/paid off
2025-02-03,638,1213.29,166.66,Credit,30,Performing/paid off
2020-12-31,699,851.93,72.72,Cash,29,Performing/paid off
2020-04-13,631,760.84,72.54,Bank transfer,54,90+ delinquent/default
2023-07-06,619,1091.92,101.99,Credit,37,90+ delinquent/default
2020-10-16,685,751.59,183.64,Cash,37,90+ delinquent/default
2021-10-19,801,841.9,182.6,Credit,35,Performing/paid off
2022-11-14,708,962.47,95.19,Credit,18,90+ delinquent/default
2023-04-13,720,690.76,219.26,Credit,18,Performing/paid off
2021-11-18,610,1004.02,160.14,Credit,36,Performing/paid off
2020-11-18,635,993.23,35.99,Credit,42,Performing/paid off
2023-12-19,696,1253.48,131.1,Cash,31,90+ delinquent/default
2024-09-05,732,1292.09,212.92,Credit,36,90+ delinquent/default
2024-01-15,678,855.04,17.26,Cash,34,Performing/paid off
2022-11-13,714,612.86,156.05,Cash,29,Performing/paid off
2020-08-18,681,787.73,63.4,Credit,43,90+ delinquent/default
2022-12-07,750,1177.42,233.35,Cash,39,Performing/paid off
2024-08-23,726,867.64,37.11,Bank transfer,31,Performing/paid off
2022-03-05,591,788.22,67.51,Credit,36,Performing/paid off
2021-04-26,602,944.1,68.1,Cash,25,Performing/paid off
2024-12-22,630,1390.17,132.73,Bank transfer,26,90+ delinquent/default
2025-05-10,768,1223.86,367.79,Cash,40,Performing/paid off
2023-10-10,698,987.47,0.0,Cash,52,90+ delinquent/default
2024-02-08,592,951.69,70.44,Credit,50,90+ delinquent/default
2022-02-07,654,820.2,99.04,Cash,18,Performing/paid off
2021-11-24,605,969.6,175.01,Credit,52,90+ delinquent/default
2022-12-05,626,853.34,113.47,Credit,30,Performing/paid off
2020-04-05,688,612.04,256.39,Credit,28,Performing/paid off
2023-06-05,709,942.49,236.08,Credit,18,Performing/paid off
2023-01-17,637,872.1,250.25,Cash,43,Performing/paid off
2022-02-16,755,579.86,0.0,Cash,34,Performing/paid off
2024-09-22,632,955.3,44.78,Cash,44,Performing/paid off
2022-04-29,623,845.76,77.83,Cash,28,Performing/paid off
2022-11-03,690,1141.57,242.74,Credit,32,Performing/paid off
2023-12-03,696,1188.86,167.24,Cash,40,Performing/paid off
2020-03-26,699,752.95,147.01,Cash,19,Performing/paid off
2021-02-08,639,963.38,185.02,Credit,30,90+ delinquent/default
2020-05-15,616,684.63,80.69,Cash,43,90+ delinquent/default
2022-07-01,572,855.78,18.71,Cash,20,90+ delinquent/default
2021-03-26,658,1077.11,218.24,Credit,33,Performing/paid off
2021-03-30,713,928.29,213.78,Credit,18,Performing/paid off
2022-10-26,689,681.03,128.87,Bank transfer,35,Performing/paid off
2022-10-19,629,1105.98,144.17,Credit,41,Performing/paid off
2023-03-09,699,824.98,59.4,Cash,36,Performing/paid off
2025-07-09,735,1208.83,249.7,Bank transfer,29,Performing/paid off
2022-10-29,495,766.85,43.34,Credit,18,Performing/paid off
2021-04-01,696,1112.48,192.22,Credit,39,Performing/paid off
2020-11-28,499,877.39,47.24,Cash,24,90+ delinquent/default
2024-09-09,689,907.61,105.54,Cash,57,Performing/paid off
2022-09-13,654,940.03,107.35,Cash,42,Performing/paid off
2022-12-06,799,912.24,182.17,Credit,22,Performing/paid off
2025-07-16,708,1395.49,225.95,Credit,18,Performing/paid off
2021-10-15,689,850.14,192.37,Credit,34,Performing/paid off
2025-09-02,595,910.58,108.35,Bank transfer,43,Performing/paid off
2025-06-29,630,825.91,0.0,Credit,43,Performing/paid off
2024-02-12,721,1170.58,278.4,Cash,44,Performing/paid off
2025-06-08,610,1358.19,248.07,Credit,35,Performing/paid off
2021-03-21,579,794.55,0.0,Credit,50,Performing/paid off
2020-08-11,583,936.7,0.0,Cash,20,90+ delinquent/default
2022-08-10,570,993.29,88.19,Credit,46,90+ delinquent/default
2022-02-26,632,1106.38,121.9,Credit,22,Performing/paid off
2024-12-01,686,1202.09,227.01,Credit,42,Performing/paid off
2021-08-10,767,986.65,136.88,Credit,42,Performing/paid off
2023-03-19,705,1224.11,203.72,Credit,30,Performing/paid off
2022-08-16,772,748.67,180.35,Credit,25,Performing/paid off
2024-05-17,588,1172.77,0.0,Cash,21,Performing/paid off
2024-11-11,845,892.04,152.14,Credit,23,Performing/paid off
2023-02-20,646,1020.71,74.34,Cash,40,Performing/paid off
2022-04-28,751,855.14,180.1,Credit,40,Performing/paid off
2023-01-06,603,1095.09,145.62,Cash,32,90+ delinquent/default
2022-12-07,694,984.02,0.0,Cash,34,Performing/paid off
2021-03-15,640,1058.71,211.91,Credit,29,Performing/paid off
2022-07-30,750,1027.74,300.78,Credit,32,Performing/paid off
2022-12-24,641,1001.54,106.15,Cash,60,Performing/paid off
2024-01-05,737,784.05,80.21,Credit,32,Performing/paid off
2022-08-19,708,988.55,207.61,Credit,19,Performing/paid off
2022-01-13,573,920.11,88.6,Cash,46,Performing/paid off
2023-02-27,744,980.52,221.25,Cash,46,90+ delinquent/default
2023-10-18,705,1057.78,153.98,Cash,37,Performing/paid off
2024-05-30,687,1021.74,230.9,Credit,35,Performing/paid off
2022-12-15,686,918.07,82.41,Credit,30,Performing/paid off
2025-04-23,744,1160.42,204.9,Credit,25,Performing/paid off
2023-01-27,632,963.32,193.47,Cash,18,Performing/paid off
2023-09-25,726,911.11,157.17,Cash,39,Performing/paid off
2023-02-24,650,1360.39,72.01,Credit,41,Performing/paid off
2021-12-26,666,933.01,185.26,Cash,29,Performing/paid off
2023-10-21,661,901.88,108.98,Cash,36,Performing/paid off
2020-09-26,774,814.2,190.43,Cash,31,90+ delinquent/default
2022-03-06,689,533.75,193.68,Cash,46,90+ delinquent/default
2025-03-18,703,1085.32,175.71,Cash,43,90+ delinquent/default
2021-09-06,675,1124.07,172.93,Credit,37,90+ delinquent/default
2022-05-23,776,894.97,226.99,Credit,39,Performing/paid off
2024-09-23,725,1025.02,133.01,Credit,43,Performing/paid off
2023-10-13,632,1005.91,105.03,Bank transfer,29,Performing/paid off
2022-01-03,735,982.87,295.66,Cash,58,90+ delinquent/default
2023-01-15,510,946.59,109.82,Credit,43,Performing/paid off
2022-12-25,686,942.69,42.41,Cash,34,Performing/paid off
2024-11-10,726,1136.39,142.73,Credit,21,Performing/paid off
2021-08-31,551,760.69,0.0,Cash,43,90+ delinquent/default
2024-11-28,758,1083.85,227.95,Bank transfer,24,Performing/paid off
2022-03-08,688,589.14,0.0,Cash,35,Performing/paid off
2020-04-20,761,795.86,196.51,Credit,42,Performing/paid off
2025-04-12,678,1281.6,129.87,Credit,36,Performing/paid off
2025-01-28,737,1210.86,205.2,Credit,38,90+ delinquent/default
2020-05-22,683,950.43,184.07,Bank transfer,46,90+ delinquent/default
2020-05-12,717,571.54,252.06,Credit,51,Performing/paid off
2022-08-12,577,892.1,70.72,Cash,18,Performing/paid off
2020-02-21,636,919.76,197.98,Cash,33,Performing/paid off
2022-02-06,562,1054.82,134.09,Bank transfer,26,Performing/paid off
2025-06-27,712,1233.93,261.97,Cash,42,Performing/paid off
2020-09-04,672,689.36,41.09,Credit,44,90+ delinquent/default
2024-01-07,579,937.5,67.66,Cash,28,Performing/paid off
2023-01-13,706,1061.27,51.09,Credit,30,Performing/paid off
2024-08-24,792,979.04,318.66,Cash,45,Performing/paid off
2021-09-27,641,766.08,21.78,Credit,28,90+ delinquent/default
2022-04-24,819,827.46,156.87,Credit,42,Performing/paid off
2024-06-13,717,967.52,167.04,Credit,40,Performing/paid off
2023-10-06,595,630.05,70.3,Cash,24,Performing/paid off
2022-03-12,820,1082.16,329.98,Credit,18,Performing/paid off
2021-07-18,822,886.56,279.25,Credit,23,90+ delinquent/default
2020-05-08,657,1014.99,70.91,Cash,48,Performing/paid off
2021-10-06,781,971.58,182.48,Credit,34,90+ delinquent/default
2025-08-08,687,1308.52,270.22,Cash,28,Performing/paid off
2023-12-27,557,989.75,130.55,Cash,21,90+ delinquent/default
2020-08-07,569,579.26,36.01,Credit,42,Performing/paid off
2022-01-23,682,937.45,125.03,Credit,18,Performing/paid off
2024-06-10,594,1245.36,81.79,Bank transfer,39,Performing/paid off
2024-12-24,570,831.96,38.62,Cash,38,90+ delinquent/default
2024-02-10,661,818.32,149.4,Credit,33,90+ delinquent/default
2023-03-13,643,876.08,212.7,Credit,39,Performing/paid off
2024-08-27,565,976.44,0.0,Cash,26,90+ delinquent/default
2022-12-31,754,1091.23,263.94,Credit,40,Performing/paid off
2022-03-28,742,1138.41,132.89,Cash,36,Performing/paid off
2024-05-11,594,1188.39,11.58,Cash,36,90+ delinquent/default
2020-04-30,689,955.18,107.95,Credit,39,Performing/paid off
2024-02-26,679,905.02,127.06,Cash,53,Performing/paid off
2024-04-14,606,1052.28,55.7,Credit,38,Performing/paid off
2023-02-18,634,867.37,152.54,Cash,24,90+ delinquent/default
2023-09-30,698,1348.45,175.37,Credit,18,Performing/paid off
2025-07-21,611,938.15,80.12,Bank transfer,33,Performing/paid off
2024-12-27,571,998.01,20.99,Cash,43,Performing/paid off
2021-11-05,707,990.13,175.29,Cash,43,Performing/paid off
2023-11-04,720,785.77,197.84,Credit,42,Performing/paid off
2022-03-17,544,873.61,142.34,Credit,37,Performing/paid off
2024-09-03,711,1074.5,162.84,Cash,36,Performing/paid off
2024-01-09,700,1128.05,103.12,Cash,21,90+ delinquent/default
2023-03-30,686,1134.91,244.28,Credit,35,Performing/paid off
2025-03-03,518,1113.73,0.0,Bank transfer,30,90+ delinquent/default
2020-08-07,664,943.38,45.64,Cash,28,90+ delinquent/default
2020-09-28,850,750.01,317.45,Credit,41,Performing/paid off
2021-12-24,623,752.35,86.0,Credit,18,Performing/paid off
2021-10-29,741,831.31,315.74,Credit,21,Performing/paid off
2023-09-16,627,1136.08,200.3,Bank transfer,32,Performing/paid off
2025-05-14,742,1056.99,312.66,Credit,46,Performing/paid off
2020-08-19,723,1106.65,227.49,Credit,28,Performing/paid off
2025-04-02,584,1019.49,127.61,Cash,31,Performing/paid off
2022-03-30,608,820.91,283.66,Credit,57,Performing/paid off
2023-12-02,493,883.47,0.0,Credit,27,Performing/paid off
2022-02-11,755,1096.6,214.47,Credit,37,Performing/paid off
2021-04-21,611,871.06,157.9,Credit,37,Performing/paid off
2023-09-18,701,1219.9,218.07,Cash,45,Performing/paid off
2022-12-13,724,755.65,15.3,Credit,22,Performing/paid off
2024-06-29,812,983.07,219.11,Credit,24,Performing/paid off
2021-07-23,679,751.61,164.29,Cash,54,90+ delinquent/default
2021-07-23,597,956.15,0.0,Credit,25,90+ delinquent/default
2023-02-21,719,1120.82,182.27,Cash,33,Performing/paid off
2023-05-08,539,1020.92,56.35,Cash,37,Performing/paid off
2023-07-25,668,990.93,96.84,Credit,18,Performing/paid off
2022-03-21,639,995.48,68.18,Credit,32,90+ delinquent/default
2022-06-21,592,982.98,34.87,Cash,44,Performing/paid off
2025-07-16,743,764.9,81.4,Credit,38,Performing/paid off
2022-05-04,564,706.79,0.0,Credit,25,Performing/paid off
2025-08-19,712,1120.8,137.06,Credit,22,Performing/paid off
2022-01-31,809,646.08,256.63,Cash,47,Performing/paid off
2022-09-14,638,838.31,124.99,Credit,38,Performing/paid off
2020-11-20,725,840.56,103.09,Credit,30,Performing/paid off
2021-12-17,661,638.37,152.78,Credit,35,Performing/paid off
2025-08-10,619,1224.78,47.2,Credit,30,Performing/paid off
2020-10-07,567,976.28,36.02,Cash,55,Performing/paid off
2020-02-04,763,932.76,151.58,Credit,44,Performing/paid off
2024-09-12,519,977.76,140.84,Cash,25,90+ delinquent/default
2021-01-23,626,804.7,0.0,Cash,56,90+ delinquent/default
2024-02-22,733,968.11,87.19,Credit,44,Performing/paid off
2022-01-19,623,1133.13,140.87,Bank transfer,37,Performing/paid off
2024-01-02,649,1053.15,113.79,Credit,35,Performing/paid off
2023-08-12,569,1184.77,0.0,Credit,36,Performing/paid off
2020-09-19,737,850.0,35.86,Credit,55,Performing/paid off
2022-07-16,613,1145.24,96.59,Credit,45,Performing/paid off
2021-06-11,681,864.44,133.46,Bank transfer,37,Performing/paid off
2022-08-23,650,863.89,0.0,Credit,41,90+ delinquent/default
2021-04-20,679,880.61,258.14,Credit,34,Performing/paid off
2025-01-13,662,1081.76,225.0,Credit,40,Performing/paid off
2020-07-26,741,668.37,185.45,Credit,35,Performing/paid off
2024-06-22,754,1037.6,259.13,Credit,28,Performing/paid off
2021-08-15,570,1117.78,59.45,Credit,31,90+ delinquent/default
2021-08-04,664,782.23,188.67,Cash,18,Performing/paid off
2021-08-10,815,963.78,274.12,Credit,31,Performing/paid off
2025-04-14,745,1277.41,437.25,Credit,42,Performing/paid off
2020-10-05,562,924.06,71.28,Cash,42,Performing/paid off
2021-08-11,657,784.15,42.61,Credit,27,90+ delinquent/default
2025-08-26,819,896.55,238.86,Credit,29,Performing/paid off
2025-09-18,596,916.54,91.54,Cash,36,Performing/paid off
2020-04-23,686,865.36,111.67,Cash,23,Performing/paid off
2022-01-21,567,851.54,91.37,Credit,38,Performing/paid off
2021-12-23,647,820.21,40.94,Credit,20,Performing/paid off
2022-04-13,718,701.38,0.0,Credit,41,Performing/paid off
2020-04-24,629,879.79,246.12,Credit,22,90+ delinquent/default
2023-06-08,770,1136.52,303.52,Bank transfer,42,Performing/paid off
2023-05-10,607,877.95,119.54,Credit,28,90+ delinquent/default
2023-02-07,647,897.55,78.14,Cash,41,90+ delinquent/default
2020-05-29,678,997.21,155.6,Credit,29,Performing/paid off
2022-12-27,682,1108.76,286.58,Credit,25,Performing/paid off
2025-07-27,687,1146.33,178.27,Bank transfer,44,Performing/paid off
2024-04-15,657,978.76,143.03,Credit,41,Performing/paid off
2021-12-14,691,834.24,115.53,Bank transfer,46,Performing/paid off
2022-05-01,642,1151.95,122.4,Credit,46,Performing/paid off
2022-06-04,850,984.24,159.52,Credit,34,Performing/paid off
2024-09-15,826,859.39,479.61,Cash,27,90+ delinquent/default
2023-01-17,652,1006.68,180.92,Cash,24,90+ delinquent/default
2024-04-07,665,1042.56,167.74,Cash,44,Performing/paid off
2024-07-31,639,973.94,84.49,Cash,43,Performing/paid off
2020-12-30,734,946.13,196.08,Credit,31,90+ delinquent/default
2022-06-06,713,850.56,137.71,Credit,32,Performing/paid off
2020-11-11,641,653.51,25.61,Cash,31,Performing/paid off
2021-08-28,636,748.92,199.77,Cash,41,Performing/paid off
2023-06-22,638,909.48,121.04,Cash,24,Performing/paid off
2020-06-16,726,847.82,98.58,Bank transfer,33,Performing/paid off
2022-11-03,773,822.65,276.34,Cash,28,Performing/paid off
2024-02-21,626,933.16,60.24,Cash,28,Performing/paid off
2023-09-26,709,1108.74,138.44,Credit,28,90+ delinquent/default
2021-02-11,653,646.37,210.56,Credit,41,Performing/paid off
2021-08-02,664,811.82,12.0,Cash,35,90+ delinquent/default
2023-05-21,588,1263.9,86.5,Cash,39,Performing/paid off
2024-06-06,800,1086.51,260.45,Credit,51,Performing/paid off
2020-01-09,611,806.66,0.0,Bank transfer,46,Performing/paid off
2022-09-20,663,1191.75,193.17,Credit,30,90+ delinquent/default
2023-03-28,685,1307.97,232.9,Credit,60,Performing/paid off
2020-10-17,535,834.43,132.33,Cash,27,Performing/paid off
2025-09-07,658,977.16,53.78,Cash,40,Performing/paid off
2022-06-14,742,771.15,200.46,Credit,40,Performing/paid off
2025-02-11,782,922.35,341.14,Credit,38,Performing/paid off
2021-07-24,581,910.46,0.0,Cash,23,90+ delinquent/default
2020-01-11,721,671.47,115.37,Credit,19,90+ delinquent/default
2024-12-15,552,1051.28,199.49,Cash,30,Performing/paid off
2025-08-29,675,1031.65,0.0,Credit,67,Performing/paid off
2023-05-30,606,730.76,102.4,Credit,36,Performing/paid off
2021-10-22,685,847.93,140.02,Credit,35,Performing/paid off
2023-01-24,693,1272.21,274.22,Cash,45,Performing/paid off
2023-06-29,747,930.73,213.77,Bank transfer,36,90+ delinquent/default
2022-06-13,667,1012.85,84.24,Credit,21,Performing/paid off
2023-08-19,771,907.0,178.81,Credit,39,Performing/paid off
2020-08-05,746,839.85,217.22,Credit,45,Performing/paid off
2021-02-15,480,1062.43,0.0,Bank transfer,18,90+ delinquent/default
2024-11-02,576,1372.05,196.44,Credit,26,Performing/paid off
2022-08-04,776,830.19,178.19,Credit,52,Performing/paid off
2023-02-12,685,1078.64,197.9,Cash,30,90+ delinquent/default
2023-01-18,675,1114.34,78.19,Credit,42,Performing/paid off
2020-04-10,706,668.99,169.99,Cash,30,Performing/paid off
2022-01-30,694,768.29,174.29,Cash,42,Performing/paid off
2020-09-30,737,886.7,218.12,Cash,48,Performing/paid off
2023-02-11,655,753.92,136.25,Credit,46,Performing/paid off
2021-07-08,766,874.24,292.27,Cash,37,Performing/paid off
2023-08-10,745,1013.89,280.96,Credit,47,Performing/paid off
2021-02-08,657,744.7,11.29,Credit,43,Performing/paid off
2020-04-14,511,992.22,0.0,Credit,43,90+ delinquent/default
2025-04-07,560,858.91,71.23,Cash,41,Performing/paid off
2022-01-05,676,948.55,175.45,Credit,47,90+ delinquent/default
2024-08-13,610,981.23,83.62,Cash,46,Performing/paid off
2020-11-13,722,897.69,193.01,Bank transfer,21,90+ delinquent/default
2024-12-09,745,817.44,196.06,Cash,37,Performing/paid off
2022-07-19,690,809.79,16.59,Credit,27,90+ delinquent/default
2021-03-06,839,840.52,236.72,Credit,44,Performing/paid off
2023-08-31,679,883.59,152.98,Cash,27,Performing/paid off
2022-06-14,668,1158.5,256.7,Cash,36,90+ delinquent/default
2023-12-18,586,1081.87,82.1,Cash,18,Performing/paid off
2022-10-19,499,897.9,11.05,Cash,26,90+ delinquent/default
2022-09-03,750,945.2,108.42,Cash,71,Performing/paid off
2023-08-05,543,1305.79,5.55,Cash,39,90+ delinquent/default
2022-10-12,704,766.0,155.23,Credit,52,Performing/paid off
2021-08-06,807,808.53,322.5,Credit,30,Performing/paid off
2023-06-15,766,1141.46,129.07,Cash,36,Performing/paid off
2023-07-01,586,1182.83,126.02,Cash,22,90+ delinquent/default
2023-12-17,604,1189.43,181.2,Credit,33,90+ delinquent/default
2023-11-25,686,931.88,24.24,Credit,35,Performing/paid off
2024-01-08,738,941.65,178.38,Cash,30,90+ delinquent/default
2020-01-18,716,797.87,164.17,Credit,32,Performing/paid off
2020-07-28,606,971.18,83.17,Credit,55,Performing/paid off
2023-12-09,635,903.08,39.5,Cash,31,Performing/paid off
2023-01-21,683,792.74,18.67,Credit,18,Performing/paid off
2023-09-23,646,1101.18,139.45,Credit,26,Performing/paid off
2022-04-15,686,760.74,204.91,Credit,42,90+ delinquent/default
2023-01-16,743,929.04,187.36,Credit,34,Performing/paid off
2021-11-14,672,1031.38,208.77,Bank transfer,27,Performing/paid off
2022-03-11,732,882.44,202.74,Credit,45,Performing/paid off
2024-08-17,652,692.91,22.6,Credit,35,Performing/paid off
2023-04-08,607,748.11,28.85,Credit,38,90+ delinquent/default
2025-04-20,692,1067.76,224.04,Credit,18,Performing/paid off
2021-01-21,717,947.97,178.72,Credit,32,Performing/paid off
2021-10-26,778,876.62,272.19,Credit,34,Performing/paid off
2024-03-30,778,861.98,152.27,Cash,33,Performing/paid off
2024-01-17,669,886.56,59.49,Credit,37,Performing/paid off
2023-10-28,748,1133.89,211.91,Credit,35,Performing/paid off
2021-04-04,498,742.27,39.97,Credit,46,Performing/paid off
2022-10-08,659,787.61,33.78,Bank transfer,28,Performing/paid off
2020-08-15,567,810.34,0.0,Credit,22,Performing/paid off
2022-03-06,764,882.36,53.18,Credit,19,Performing/paid off
2022-05-12,701,932.34,107.7,Credit,35,Performing/paid off
2021-10-27,643,865.17,43.18,Cash,42,Performing/paid off
2024-04-07,729,1093.41,185.87,Credit,36,Performing/paid off
2021-07-30,615,1147.61,159.86,Credit,29,90+ delinquent/default
2020-06-17,738,970.95,96.42,Credit,47,Performing/paid off
2022-02-18,658,929.35,63.1,Credit,18,Performing/paid off
2024-04-02,540,903.45,0.0,Cash,31,Performing/paid off
2023-12-19,607,1138.34,125.15,Bank transfer,24,90+ delinquent/default
2020-06-13,632,1008.58,98.53,Credit,33,Performing/paid off
2024-06-14,648,1011.59,205.55,Credit,30,90+ delinquent/default
2022-09-23,825,793.77,268.99,Cash,44,90+ delinquent/default
2022-01-31,659,783.42,273.6,Cash,37,Performing/paid off
2022-08-05,745,610.95,76.67,Credit,37,Performing/paid off
2023-07-28,825,1003.31,280.34,Credit,22,Performing/paid off
2021-11-20,760,871.31,226.29,Cash,22,Performing/paid off
2023-12-12,748,1187.59,286.88,Credit,30,Performing/paid off
2024-05-08,674,848.63,221.34,Credit,39,Performing/paid off
2023-09-09,743,902.94,206.76,Bank transfer,35,90+ delinquent/default
2021-10-05,585,900.77,0.0,Cash,53,Performing/paid off
2022-01-22,684,1114.92,199.35,Credit,28,90+ delinquent/default
2021-05-29,715,747.33,164.06,Credit,35,90+ delinquent/default
2022-05-10,654,959.17,14.17,Credit,23,Performing/paid off
2023-04-28,791,945.42,176.11,Credit,35,Performing/paid off
2024-08-10,680,1102.31,315.61,Cash,26,Performing/paid off
2020-05-13,518,810.52,0.0,Credit,38,Performing/paid off
2023-01-12,660,1126.5,187.15,Cash,34,90+ delinquent/default
2022-05-20,806,756.92,231.9,Credit,40,Performing/paid off
2022-06-23,599,907.19,77.58,Cash,39,Performing/paid off
2021-08-28,570,891.51,0.0,Cash,26,90+ delinquent/default
2020-11-02,614,857.96,86.34,Credit,32,Performing/paid off
2020-10-21,664,700.43,56.65,Cash,30,Performing/paid off
2023-03-30,706,795.07,204.42,Credit,48,Performing/paid off
2025-06-29,605,1001.68,13.44,Credit,37,Performing/paid off
2025-04-14,710,1184.65,163.56,Credit,31,Performing/paid off
2021-04-22,673,746.04,0.0,Cash,51,Performing/paid off
2023-05-13,741,960.65,343.04,Cash,39,Performing/paid off
2020-04-14,850,861.47,254.3,Credit,28,Performing/paid off
2023-09-04,819,947.07,116.25,Credit,26,Performing/paid off
2021-03-11,558,752.35,6.46,Cash,38,Performing/paid off
2023-11-17,751,1023.99,189.86,Cash,39,90+ delinquent/default
2020-03-31,568,659.73,100.5,Bank transfer,57,Performing/paid off
2024-09-03,677,875.67,134.99,Credit,43,90+ delinquent/default
2021-07-10,674,1129.01,167.31,Credit,18,Performing/paid off
2020-03-26,542,629.84,0.0,Credit,62,Performing/paid off
2023-05-25,702,975.04,204.49,Cash,19,Performing/paid off
2021-08-22,670,873.34,15.42,Credit,37,90+ delinquent/default
2024-06-24,663,965.71,100.48,Credit,23,Performing/paid off
2020-02-14,702,859.44,265.39,Cash,30,90+ delinquent/default
2023-10-02,773,994.82,272.29,Credit,35,Performing/paid off
2024-06-16,636,874.33,55.91,Cash,25,Performing/paid off
2024-04-27,776,1452.79,292.99,Credit,31,Performing/paid off
2020-01-04,586,699.06,0.0,Credit,34,Performing/paid off
2023-08-06,571,1105.67,113.21,Credit,37,90+ delinquent/default
2025-02-26,732,1210.39,243.2,Credit,21,Performing/paid off
2024-09-10,781,898.72,222.04,Credit,46,Performing/paid off
2020-03-24,739,776.15,95.59,Credit,35,Performing/paid off
2024-04-22,597,1113.42,0.0,Credit,44,Performing/paid off
2025-02-27,652,1258.5,263.65,Credit,52,Performing/paid off
2021-12-02,643,780.88,173.78,Credit,58,Performing/paid off
2022-05-28,716,959.56,147.84,Cash,40,Performing/paid off
2024-12-09,742,1257.62,320.57,Credit,34,90+ delinquent/default
2023-02-16,661,1033.33,228.31,Credit,62,Performing/paid off
2023-04-02,691,816.01,0.0,Credit,45,Performing/paid off
2022-12-12,657,974.19,114.48,Credit,48,Performing/paid off
2022-01-16,683,778.89,266.03,Bank transfer,26,90+ delinquent/default
2021-07-27,692,660.85,36.13,Bank transfer,28,Performing/paid off
2023-11-22,626,1068.05,12.17,Credit,47,Performing/paid off
2025-09-25,670,975.83,103.9,Credit,46,Performing/paid off
2020-11-14,689,915.07,282.46,Cash,25,90+ delinquent/default
2021-01-14,680,689.61,98.94,Credit,49,90+ delinquent/default
2021-08-19,547,1071.78,0.0,Cash,45,90+ delinquent/default
2021-11-14,657,842.1,134.86,Credit,38,Performing/paid off
2021-10-04,746,884.16,197.6,Credit,34,Performing/paid off
2024-03-05,644,967.33,182.16,Cash,21,90+ delinquent/default
2023-09-24,447,1128.66,0.0,Cash,32,90+ delinquent/default
2020-01-19,664,812.13,27.21,Credit,29,Performing/paid off
2023-07-03,849,759.19,114.83,Credit,24,Performing/paid off
2020-06-16,759,699.61,230.55,Cash,36,90+ delinquent/default
2021-10-14,800,891.73,280.62,Credit,20,Performing/paid off
2023-04-05,605,754.22,8.04,Cash,40,Performing/paid off
2025-05-27,773,1164.67,335.66,Cash,35,90+ delinquent/default
2023-08-09,759,748.71,302.94,Credit,33,90+ delinquent/default
